819.4,1163.4,975,860,695.3,980.3,1457.7,2332.1,17333,26029,8360.5,11177,5199,1147.9,1259.2,6561.3,2286.4,3905.5,3170.5,1951.7,2745.9,2834.1,4752.4,2828.4,1819,6574.8,9328,30764,3693.5,2959.4,811,2316.6,1399.8,4455.8,1745.7,779.7,976.6,1063.1,833,69676,2721.5,1743.5,2017.3,3496.8,2739.9,4137.3,3021.7,4801,5038.1,1580.1,1849.4,2565.3
1457.9,1488.3,6412.8,3513.2,6767.2,6001.5,2966.6,1971.3,1430.7,1929.4,1219.6,1651.9,1285.2,3853.1,1705.1,1595.5,1100.8,390.7,277.6,1958.8,379,616.9,1213.1,896.7,2333.7,553.3,172.5,297.7,3489.9,267,908.8,619.8,338.2,285.5,223.9,206.9,804.3,411.5,261.2,416.1,295.6,294.5,236.8,252.5,381.9,417.1,545.5,309.4,825.5,336.9,421.8,2706.6
3007.4,1662.7,2556.2,1100,832.9,890,1470.9,1586.9,787.8,692.8,326.6,1083.5,2926.3,10793,1951.1,1600.6,1946.4,1777.4,3240.9,567.6,8650.3,903.4,1032.4,1102.1,1494.6,473.5,796.7,566.1,654.8,3892.3,3674.2,9525.4,9664.2,4873.9,1123.2,809.5,551.8,404.9,721.8,244,225.9,566.9,219.2,233.8,205.6,322.4,175.5,124.7,299.9,582.8,485.9,769.6
1734.3,15009,1200,999.9,5757.7,3245.3,3241.7,2875.1,1214.8,13979,1585.7,1412.3,4502,3852.3,3054.7,1569.8,1457.4,1636.1,1241.8,1058.2,791.4,807.6,306.8,576,616.4,1614.7,388.4,218.5,113,81.3,219.6,493.6,283.4,147.9,126.7,184.8,180.3,58.7,56.4,128.1,255.1,4060.6,304.8,1414.1,3252.8,833.7,2143.3,5062.8,996.1,6469.7,3622.2,17314
2693.8,6924.2,3146.6,3649.1,1802.4,3198,6952.1,4167.9,2017.8,1614.3,1349.7,2571.4,1097.8,1964.2,3326.4,11419,2398.9,868.4,1570.7,396.1,392.8,682.5,327.8,757.6,389.9,297.4,277.2,492.5,237.6,302.8,1380.2,761.8,425.5,957.1,431.4,504.5,161.9,94.9,60.4,171.4,99.4,189.6,75.7,121.8,152.9,155.3,154.3,137.6,133.1,112,198,292.1
228.1,187.6,179.5,206,236.3,146.1,118.2,149.1,4977.2,1966.5,666.5,2182.6,5796.6,2691.5,23958,7257.2,1461,546.7,329.8,2290.6,1499.7,4416.6,8301.5,1568.2,4331.6,1282.9,2663.2,969,828.8,6072.8,3368.6,1592.5,468.7,3030.4,1605,7207.9,3526.2,1313,539.5,1063.7,745.6,500.4,416.5,334.6,305.7,289.1,330,23743,3609,1620,5447.7,2431.8
6299.8,2390.9,2281.1,6295.7,1789.6,1869,6084,2629.4,2077.4,2076.8,5438,3065.7,12591,8981.9,4535.1,10199,2808.4,2085.5,1947.4,1773.3,4082.6,1123.4,955.9,668.3,546.8,372.7,519.4,1505.8,2702.8,1663.8,468.4,487.7,209,223.1,153.5,5064.4,1694.2,326.7,609.8,376.2,248.8,211.7,178.3,1236,1406.3,2797.2,579.6,726.7,584.4,5385.4,1310.7,906.6
23994,8674.7,18984,2586.3,5233.7,7985.4,22751,3980.2,2109.2,1374.2,12729,10610,6838,32568,12783,3272.1,2493,1562.6,1103.6,957.3,621.7,427.9,399.2,2690,1046.3,720.6,433.7,292.9,3634.1,2137.7,2815.8,1693.5,690.8,760.8,7333,751.1,2416,573,632.9,5971.3,1611.1,2736.6,1114.5,603.2,511.6,1245.1,802.3,787.3,1372.2,4983.4,4098,3676.4
17498,3855.1,18255,4923.4,10109,6601.7,4123.9,6520.5,4123.2,3165.4,3368.7,3263.1,2206.9,8470.9,2360,1633.9,14863,3977.9,2179.4,2266.6,1199.7,993.5,2868.7,1347.6,1046.9,585.7,1475,376.6,349.6,334.7,7166.7,5061.2,8236.2,6140.8,5122.5,9641.1,2077.1,1048.7,744.4,2473.1,1434.4,1022.6,626.6,637.6,657.9,2996,992.6,934,771.6,699.6,697.8,1751.2
7694.9,4009.4,1651.4,3560.2,2262.3,1727.1,1601.1,2801.5,2063.4,4962.2,2667.1,1382.8,1009.2,2515,5867.6,1189.2,822.7,862.6,695.5,1187.8,1473.6,818,1538.7,1763.3,14759,4176.8,2539.6,4244.6,2289.6,29258,5324.5,2683.6,1518.7,863.6,629.8,681.2,321.8,952.1,393.2,643.9,499.7,462.6,787.5,328.3,239.1,179.8,3188.3,665.2,3928.5,1918.7,832.6,5053.3
2034.7,2758.4,4219.9,3442.5,7797.5,15637,12561,4303.8,14508,4778.3,9252,2731.1,8626.3,6764.4,2552.2,2677.3,2801.8,9106.4,1465.8,925.7,942.3,1829.8,1772.6,1248.5,2213.5,813.5,6298.3,1544.9,2436.5,4880.1,1715.5,1161.5,23146,4345.5,16087,3224.5,1529.5,1119.9,947.3,1363.1,691.3,578.4,454.5,561.6,678.4,396.3,891.7,447,383.2,361.8,396.9,1981.5
1014.7,1975.8,3232.4,1185,992.5,11319,2880.8,6948.6,2035.6,3378,4543,1977.6,1851,2617.6,6857.2,6345.3,4666.4,1197.4,573.6,436.2,5670.9,3465.7,913.8,1031.7,4354.4,538.4,293.5,492.7,278.2,211.9,383.9,267.8,11640,2669.2,1864.5,490.1,582.2,305.4,208.8,232,214.1,200.9,197.7,437.1,214.8,9426.9,902,720.4,636.6,700.7,1205.1,4424.4
