0.78986,0.72703,0.76456,0.71526,0.82298,0.78189,0.77566,0.75878,0.73961,0.72666,0.78285,0.80143,0.74581,0.82285,0.80667,0.82902,0.79433,0.74245
0.85029,0.80826,0.8749,0.7858,0.85568,0.79162,0.81356,0.76963,0.75275,0.7555,0.78973,0.78722,0.75951,0.84763,0.81137,0.81983,0.81725,0.74452
0.89887,0.83521,0.84679,0.82061,1.02505,0.806,0.93286,0.77535,0.72918,0.74669,0.77452,0.82157,0.75047,0.84609,0.80093,0.79321,0.79705,0.72649
0.91361,0.83036,0.93355,0.82622,0.96444,0.80994,0.8796,0.78785,0.744,0.76582,0.76641,0.80982,0.75852,0.90457,0.83262,0.82149,0.82359,0.7521
0.88381,0.81919,0.89502,0.84625,0.91454,0.83224,0.84198,0.77717,0.73553,0.73741,0.83265,0.77488,0.74157,0.86747,0.80256,0.7956,0.82024,0.71461
0.88699,0.84678,0.94707,0.81373,0.8585,0.83229,0.96837,0.76335,0.71998,0.76713,0.83322,0.79242,0.73711,0.83529,0.80553,0.80799,0.81218,0.73527
0.87844,0.84221,0.89647,0.82784,0.90024,0.81812,0.87616,0.74757,0.75848,0.74785,0.80198,0.80143,0.74353,0.8208,0.78283,0.80248,0.7654,0.72952
0.88905,0.87976,0.90447,0.79396,0.89452,0.83546,0.9094,0.77597,0.74314,0.73307,0.82129,0.78605,0.79564,0.84866,0.79471,0.79055,0.76462,0.74109
0.87129,0.84742,0.85474,0.79609,0.85733,0.82685,0.87241,0.76209,0.75243,0.89042,0.82194,0.91629,0.80565,0.93295,0.85455,0.89613,0.82314,0.78249
0.89581,0.80503,0.7985,0.83324,0.82865,0.8285,0.84426,0.77502,0.76913,0.79477,0.87843,0.872,0.88622,1.05804,0.88375,0.87254,0.93435,0.87806
0.8705,0.74598,0.8737,0.76433,0.87866,0.83395,0.91149,0.86119,0.76497,0.82168,0.84346,0.8525,0.8294,0.98701,0.89294,0.88053,0.99906,0.82086
0.90848,0.91633,0.86978,0.8214,0.90531,0.85026,0.91178,0.83837,0.7641,0.79163,0.82679,0.87814,0.80037,0.96748,0.87992,0.81653,0.88467,0.85301
0.8883,0.83006,0.88405,0.85198,0.86922,0.8678,0.90747,0.81767,0.84373,0.79478,0.87819,0.84194,0.79914,0.96142,0.89285,0.8169,0.89928,0.86402
0.91476,0.86877,0.82624,0.87525,0.85681,0.99762,0.71455,0.93342,0.81068,0.79026,0.89134,0.86416,0.87233,1.01117,0.88097,0.88769,0.95648,0.85437
0.86525,0.91277,0.89903,0.85521,0.92619,0.98437,0.70149,0.91761,0.80019,0.91404,0.89868,0.9404,0.85575,0.9754,0.87465,0.85766,1.03247,0.85748
0.94312,0.89339,0.9175,0.85983,0.96891,0.9833,0.91737,0.987,0.84378,1.10332,0.84106,1.05254,1.09745,0.97828,1.01808,0.94544,1.05539,0.89641
1.04594,0.95526,0.90849,0.93646,1.09066,0.99254,0.98483,0.88136,0.90182,1.12493,0.87132,1.02908,1.08315,0.99555,1.10091,0.95829,0.93805,1.01599
0.92827,1.00514,0.87281,0.99785,1.02635,0.98727,1.02368,0.91304,0.90399,0.93692,0.94779,1.21511,1.07141,1.08847,1.09382,0.91936,1.06479,1.04
0.91143,0.98123,0.84327,0.94141,0.94337,1.02429,1.00818,0.97983,0.89615,1.30165,1.32948,1.31371,1.16381,1.20504,1.18019,1.01779,0.95302,1.03553
0.98572,1.0701,0.99858,0.93396,1.007,1.01469,0.98571,1.22189,1.13772,1.21013,1.45502,1.07132,1.18025,1.12178,1.32199,1.02789,0.97662,1.17211
0.94578,0.95848,0.96247,0.90855,1.11348,1.00256,1.0901,1.2317,1.07526,1.25713,1.33549,1.01704,1.3645,0.95967,1.25248,1.05149,1.11241,1.31873
0.99764,1.07606,0.94518,0.9082,1.13177,0.96936,0.89396,1.05296,1.24845,1.55629,1.33585,0.96559,1.34592,1.02279,1.45059,1.07242,1.21822,1.33428
1.03243,1.10781,1.04604,1.13717,1.12723,0.9799,0.96202,0.88702,0.98767,1.60479,1.19934,1.04161,1.39232,0.98712,1.32103,1.01596,1.11656,1.20952
1.14557,1.22303,0.94593,1.10394,1.10804,0.97072,0.96844,1.0128,1.15293,0.99584,1.35741,0.96065,1.5815,1.01271,1.16544,1.16479,0.99458,1.06936
1.11249,1.0456,0.92454,1.31876,1.23556,0.98123,1.26458,1.31054,1.37831,0.94281,1.03219,1.00189,1.55195,0.98095,1.2542,1.22594,1.14276,1.16668
1.23449,1.26263,0.97275,1.3695,1.24189,0.99293,1.22297,1.26654,1.46851,1.03392,1.11915,1.15411,1.20986,1.16073,1.0358,1.17214,1.02236,1.19013
1.28113,1.13086,0.92773,1.15717,1.18628,0.95426,1.26664,1.25956,1.27076,1.07197,1.05111,1.04997,1.20277,1.05219,1.13834,1.0918,1.08822,1.29687
1.27833,1.17614,1.24108,1.35367,1.20582,1.12126,1.20575,1.51501,1.37671,0.97573,1.07844,1.10603,1.09349,1.1778,1.22069,1.17388,1.20681,1.15583
1.06625,1.22456,1.288,1.26428,1.16593,1.1799,1.25763,1.25717,1.40545,1.05608,1.02097,1.22183,1.17051,1.12383,1.19024,1.25505,1.28282,1.15703
1.13889,1.20868,1.06925,1.23763,1.05562,1.18854,1.20998,1.08026,1.25516,1.18944,0.96269,1.04356,1.16734,1.19599,1.10301,1.2096,1.11739,1.18798
1.26028,1.08191,1.19642,1.2719,1.08088,1.33192,1.10748,1.15039,1.20279,1.51445,0.91506,1.21184,1.44957,0.99092,0.99606,1.10998,1.31715,1.22364
0.9745,1.10989,1.15489,1.06254,1.11466,1.28242,1.12616,1.23513,1.16769,1.45376,0.98723,1.27378,1.50458,1.00017,1.07352,1.12458,1.24449,1.36899
1.07439,1.06635,1.0143,1.11222,1.10263,1.30956,1.06772,1.50348,1.17011,1.2272,1.07881,1.07051,1.29536,1.04324,0.97126,1.13688,1.28707,1.43134
1.07948,1.29419,1.08686,1.28484,1.08255,1.29581,1.23946,1.29822,1.29149,1.14998,1.08093,1.07542,1.31829,1.09721,1.0471,1.13018,1.30845,1.31495
1.19618,1.16833,1.1962,1.3473,1.16126,1.21322,1.18257,1.39262,1.15336,1.11757,1.01796,0.97931,1.07,1.23125,1.03848,1.24054,1.16604,1.25883
1.23964,1.23883,1.36373,1.18654,1.09412,1.13658,1.08904,1.39756,1.03831,1.01808,0.90482,1.05231,0.96287,1.05362,0.96772,1.28645,1.06539,1.35654
1.26103,1.4271,1.37326,1.19343,1.18998,1.17348,1.12157,1.13751,1.22314,1.03409,1.04912,1.14423,0.99429,1.0747,0.95097,1.26946,1.08777,1.20208
1.28919,1.1999,1.35325,1.1611,1.10521,1.13296,1.10201,1.34248,1.29022,0.95382,1.02223,1.19253,0.96203,1.02916,0.96418,1.23889,1.15798,1.13208
1.27443,1.07512,1.17659,1.19154,1.12369,1.1017,1.09237,1.01213,1.36419,0.99379,0.95493,1.07251,0.98366,1.08138,1.02594,1.25707,1.13161,1.22973
1.16585,1.04873,1.10464,1.21475,1.09961,1.08795,1.13813,1.25242,1.1579,1.02468,1.14898,1.16882,1.07802,1.24143,1.03216,1.18371,1.17519,1.17059
1.09797,1.08972,1.01833,1.09099,1.03972,1.07199,1.0062,1.30875,1.06857,1.01288,1.13189,1.15717,0.92753,0.99935,1.10991,0.95233,1.00976,1.21618
1.02506,1.00427,1.12804,1.03854,1.02126,1.02219,1.01547,0.86982,1.20905,0.94267,1.2665,1.12419,0.84222,1.04283,1.00621,1.18196,0.99989,1.05963
0.96889,1.05766,1.1653,1.02157,0.99427,1.0689,1.03539,0.88729,1.1882,0.98744,1.25846,1.17921,0.85108,1.06092,1.03656,1.08105,0.9776,0.89499
0.96635,1.04321,1.08279,0.9936,0.99127,1.0746,1.05897,0.86539,1.15555,1.02759,1.25528,1.07638,0.80837,1.02299,1.07496,1.10281,0.98005,0.85455
0.94502,0.98744,0.99712,0.98966,0.96429,1.0445,1.00045,0.85132,0.95355,1.01957,1.16953,1.02811,0.82143,0.94734,0.9704,1.08757,0.93131,0.8059
0.92788,1.05938,1.029,1.03626,0.95896,1.03555,0.98503,0.81063,0.85834,1.01646,1.05854,1.02891,0.80614,0.95556,0.95585,0.97455,0.91736,0.8049
0.80415,0.99006,1.00929,0.9568,0.91499,1.00332,0.95746,0.81724,0.80318,0.96352,0.87855,0.88953,0.80492,0.95258,0.91085,0.81844,0.83718,0.76406
0.91408,0.88877,0.87304,0.85826,0.84928,1.02623,0.87094,0.75864,0.73905,0.85469,0.8602,1.0312,0.79551,0.86058,0.83262,0.82759,0.87849,0.78463
0.89117,0.91183,0.96922,0.93748,0.78337,0.93278,0.94828,0.80012,0.87005,0.88537,0.8698,0.92653,0.7528,0.86449,0.85311,0.80615,0.82196,0.79566
0.88715,0.92058,0.93943,0.90231,0.81542,0.91838,0.93769,0.77971,0.78219,0.87226,0.85717,0.83643,0.77192,0.86932,0.83722,0.82296,0.86916,0.79734
0.84302,0.80775,0.90159,0.8187,0.8004,0.90976,0.84259,0.80653,0.75758,0.85797,0.85643,0.84989,0.7777,0.8796,0.8646,0.8247,0.85313,0.78356
0.79726,0.85422,1.07229,0.88339,0.85201,0.91677,1.08014,0.80493,0.82495,0.93347,0.99882,0.8469,0.8645,0.95165,1.03666,0.78315,0.79777,0.74364
