0,0,0,0,1.419e+06,462000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593462,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493129,0
0,0,0,0,0,65001.6,0,0,0,0,231000,0,18001.4,0,367335,0,0,0,0,112232,0
0,0,0,0,0,0,0,0,0,0,0,62533.3,1.35344e+06,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,299030,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59470.4,0,165167,0,0
0,0,0,0,0,0,0,0,0,0,0,472284,229225,0,0,200779,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848399,0
