1,0.82661,0.73496,0.69191,0.54123,0.30543,0.29258,0.34053,0.15604,0.098078,0.30617,0.23133,0.18158,0.34358,0.26805,0.29578,0.35878,0.31525,0.29458,0.24803,0.11117,0.10385,0.025749,0.10516,0.019357,-0.044037,-0.034387,0.0062219,0.15973-0.067828i,0.03353-0.036115i,-0.072629+0.020899i,-0.065504,-0.13383,-0.19377+0.027143i,-0.21056,-0.18969,-0.26542+0.019364i,-0.18936+0.025049i,-0.10261+0.05469i,0.049766+0.019903i,0.00217+0.01865i,-0.026011+0.018711i,0.056941+0.027708i,-0.018504,-0.047716,-0.014126,-0.05764,-0.11778,-0.12718,-0.064144,-0.023457,-0.072002
0,0.56277,0.45824,0.3351,0.22374,0.051851,0.05881,0.018527,0.011616,0.18587,0.20281,0.13893,0.045353,0.064592,0.013169,0.017942,-0.052975,0.074844,0.013498,-0.044453,-0.055258,0.073137,-0.10299,-0.17191,-0.1542,0.040029,-0.29431,-0.26448,-0.14988+0.036689i,-0.090314-0.014285i,-0.062583+0.027479i,-0.090159,-0.16844,-0.25743+0.0074303i,-0.17639,-0.10627,-0.044452+0.0056769i,-0.040932+0.032397i,0.058059+0.04425i,0.033533-0.0047595i,-0.0069819-0.00446i,0.067097-0.0044747i,0.04611+0.0009847i,0.07232,0.10575,0.14339,0.092943,0.071855,0.074154,0.017824,-0.011427,0.10222
0,0,0.49985,0.40356,0.15763,0.076799,-0.013299,0.0011431,0.045866,0.0048995,0.15157,0.11613,0.10159,0.064609,0.054058,0.059948,-0.045926,0.011365,-0.048962,-0.018257,-0.053159,0.086893,-0.060059,-0.071794,-0.054188,0.0077931,0.049897,0.068792,0.14601-0.0072257i,0.059329-0.010202i,-0.013911-0.010495i,-0.090716,-0.15882,-0.16405+0.020592i,-0.11781,-0.15791,-0.040176-0.031486i,-0.087812-0.0034717i,-0.13+0.015727i,-0.0099005-0.035148i,0.00024631-0.032937i,-0.062432-0.033045i,-0.11575+0.031816i,-0.058979,-0.050503,0.015547,-0.024225,-0.052968,0.040672,-0.055428,-0.10059,-0.096749
0,0,0,0.49609,0.49994,0.18972,0.053174,0.069775,0.13685,0.19181,0.20827,0.089817,0.034642,-0.15572,-0.19358,0.057447,0.091164,0.059398,-0.02715,0.025057,0.22773,0.031758,-0.13945,-0.13568,-0.095207,-0.055998,-0.16831,-0.10307,-0.10069+0.057208i,-0.15829+0.022491i,-0.12435-0.032441i,-0.154,-0.1529,-0.27697+0.035744i,-0.097647,0.14141,0.051865+0.001334i,0.093492-0.032309i,0.14703-0.00283i,0.13575+0.015884i,0.050848+0.014885i,-0.050117+0.014934i,-0.011372-0.021043i,-0.074341,-0.043338,-0.045423,-0.002246,-0.028951,-0.1197,-0.074659,-0.1362,-0.06279
0,0,0,0,0.61824,0.68234,0.49705,0.40027,0.36499,0.15122,0.095864,0.063179,-0.02494,0.013408,-0.018744,-0.061592,-0.11259,0.14401,0.24372,0.23452,0.045386,0.086737,0.18019,0.22612,0.18238,0.1556,0.035058,-0.023342,-0.043836-0.049887i,-0.078224-0.021639i,0.13852-0.013106i,0.079799,0.2045,0.22477+0.019568i,0.17567,0.006033,0.011643-0.0019734i,0.010875-0.013696i,-0.028052+0.0030268i,0.016341-0.014214i,0.042295-0.013319i,0.017035-0.013363i,0.0036746+0.016037i,0.036652,0.060511,0.029425,0.13317,0.13095,0.050749,0.079623,0.12004,0.056907
0,0,0,0,0,0.62972,0.60777,0.55872,0.27542,0.18069,0.13513,0.20497,0.070699,0.12746,0.21369,0.28948,0.2211,0.16861,0.12435,0.042657,0.16149,0.1068,-0.018517,-0.11404,-0.043606,-0.026794,-0.01421,0.1043,0.26186-0.051096i,0.2051-0.034748i,0.17079-0.017093i,0.21009,0.34691,0.21554+0.015271i,0.19777,0.19339,0.1384+0.017189i,0.14312-0.012368i,0.18076+0.0004365i,0.18758+0.0048752i,0.12847+0.0045684i,0.0025485+0.0045834i,0.024319+0.03572i,0.05677,0.043895,0.02889,-0.048408,-0.043423,-0.089067,-0.042522,0.089138,0.022765
0,0,0,0,0,0,0.5399,0.41251,0.24036,0.20706,0.21384,0.16543,0.0821,0.11574,0.015211,-0.035977,0.001793,0.10376,0.090749,0.022474,-0.017717,-0.052691,-0.038563,0.019385,0.067655,0.04261,0.22406,0.053734,0.069388+0.018322i,0.18193+0.011302i,0.21796-0.038081i,0.18453,0.1318,0.0060167-0.0021586i,0.029159,0.01815,0.065832-0.021216i,0.14219-0.041984i,0.049704-0.050193i,0.18588-0.016057i,0.10954-0.015046i,0.088697-0.015096i,0.061773-0.011522i,-0.0034841,-0.0077976,-0.066746,-0.061587,-0.04604,0.031937,0.11301,-0.0015356,-0.12587
0,0,0,0,0,0,0,0.48608,0.44412,0.18458,0.17244,0.19968,0.17649,0.0015974,0.1784,0.098374,0.016174,0.19686,0.20182,0.17513,0.2456,0.34617,0.15508,0.22446,0.20421,0.067129,0.17766,0.13084,0.13168-0.027113i,0.10552-4.9953e-005i,0.014025+0.012562i,0.031776,0.15743,0.12822+0.022204i,0.1547,0.09599,0.042763+0.028577i,0.20982+0.0073283i,0.19608+0.02965i,0.24462-0.028713i,0.2133-0.026906i,0.11208-0.026995i,0.062224-0.040245i,0.11287,0.13446,0.14462,0.15232,0.15711,0.042835,0.14239,0.052998,0.0080872
0,0,0,0,0,0,0,0,0.70043,0.56901,0.27408,0.22239,0.40398,0.21702,0.24008,0.25633,0.19692,0.1798,0.13473,0.22412,0.1484,0.20453,0.19552,0.10665,0.012418,0.022561,0.091672,0.058436,0.023175-0.037905i,0.018185-0.012063i,-0.035003+0.039128i,-0.01722,0.02082,0.077853-0.01615i,0.0044269,-0.064366,-0.039236+0.01219i,0.05804+0.0046285i,0.074793-0.01015i,0.077788+0.040842i,-0.011203+0.038272i,-0.074584+0.038397i,0.045616-0.0022553i,0.032971,-0.013767,-0.06847,-0.06937,0.06007,-0.011976,-0.0077727,0.0057788,-0.05014
0,0,0,0,0,0,0,0,0,0.68027,0.46247,0.24444,0.32283,0.2181,0.18877,0.12696,0.11124,0.083384,-0.042905,0.020576,0.082902,0.080744,0.099448,0.27296,0.25001,0.17878,0.0962,0.21562,0.17098-0.053137i,0.040898-0.024247i,-0.043467+0.0016121i,-0.071129,-0.077772,-0.054262+0.023985i,-0.17864,-0.084651,-0.05373-0.017885i,-0.032943-0.042219i,-0.030442-0.025444i,-0.094588-0.0078093i,0.0056745-0.0073179i,0.12382-0.0073419i,-1.2052e-006+0.015388i,-0.014901,-0.025813,-0.076225,-0.12094,-0.14705,-0.15858,-0.051358,0.0025559,0.022008
