1,-0.10989,-0.0020692,0.11515,0.029959,-0.086522,-0.016027,0.018799,0.040918,-0.012562,-0.2707,-0.049306,-0.059126,0.045521,-0.035411,-0.13245,-0.066075,-0.045032,-0.11937,0.028663,0.038688,0.059935,0.12232,0.19044,0.058786,0.15761,0.027121,-0.0017284,-0.23272,0.11656,-0.15552,-0.0096029,0.19244,-0.082314,0.054651,0.16425,0.29738,0.12304,0.12612,0.13278,0.055638,-0.0243,0.076351,0.34462,0.19551,0.020409,0.12548,0.098942,-0.15766,-0.014788,-0.045748,-0.025063
0,0.99394,0.20358,0.11857,-0.17831,-0.1337,-0.017097,0.018066,0.065847,0.13495,0.28347,-0.082469,0.12563,0.015282,0.075345,-0.097437,0.098158,0.10812,-0.077691,0.047426,-0.16664,0.17914,-0.063813,-0.075175,0.10254,-0.13889,-0.03966,0.22604,0.14611,0.092859,-0.082861,0.10587,-0.081539,-0.38969,-0.13193,-0.077556,-0.11506,0.02783,0.021692,0.16438,-0.094125,0.090561,-0.14802,-0.20923,0.057655,-0.026443,-0.16158,0.12111,0.03047,-0.11142,0.061921,0.15345
0,0,0.97906,0.39689,-0.056112,-0.17671,0.14788,0.20935,0.02848,0.20453,-0.18679,0.11365,-0.07819,-0.19985,-0.065362,0.17099,-0.014642,-0.045854,0.095407,0.17258,-0.022514,-0.10559,0.13313,0.11043,-0.083387,0.1724,-0.21509,-0.16525,0.093039,0.11172,0.0077615,0.011371,-0.15761,-0.17048,0.1255,0.21986,-0.0026622,-0.090038,0.044002,0.07333,-0.064761,0.052479,-0.05965,-0.015088,0.049567,0.10243,-0.21609,0.039227,-0.10742,0.041346,-0.13925,-0.19634
0,0,0,0.90286,0.036571,-0.063556,0.10775,-0.039444,0.16024,-0.028746,0.18112,0.17608,-0.12992,0.094489,0.11319,0.0020185,0.21318,0.032022,0.036793,-0.065216,-0.08862,-0.33354,-0.032174,-0.040477,-0.15501,-0.045658,-0.2273,0.010048,-0.035101,-0.17759,-0.12323,0.089316,0.060784,-0.040742,0.009116,0.21965,-0.083001,0.021411,0.15483,-0.1627,0.065139,-0.0077437,-0.020181,-0.083944,-0.16406,0.032486,0.084122,0.051154,-0.032103,0.13959,-0.11091,0.24785
0,0,0,0,0.98123,0.020855,0.0076943,-0.15837,0.016177,0.12813,-0.16958,0.067506,0.0046027,-0.061108,-0.073693,-0.091142,0.029169,0.070629,0.11349,-0.10727,0.13013,-0.0227,0.045823,-0.072433,0.056336,-0.010989,-0.078409,-0.05758,-0.0027363,0.2111,0.22011,0.053609,0.10776,0.12714,-0.18406,-0.011024,-0.07668,0.028178,0.026318,0.028514,-0.13345,-0.14963,-0.049247,0.1052,-0.11053,0.013065,0.3106,0.19982,0.023128,0.032911,0.049257,-0.11514
0,0,0,0,0,0.96899,0.032652,0.15585,-0.075802,-0.068325,0.046776,0.11331,-0.0093116,-0.072364,0.16433,0.011866,-0.071361,-0.044702,0.09647,-0.14424,-0.15442,-0.020808,-0.12545,0.055721,-0.10874,0.090627,0.1241,0.22529,0.14099,-0.047997,0.066647,0.077689,0.13807,0.059044,0.10362,-0.09443,0.05383,0.10416,-0.039488,0.17248,0.17119,-0.018545,0.098112,-0.065644,-0.10695,-0.17117,0.062506,-0.20545,-0.049459,-0.035742,0.030517,-0.10679
0,0,0,0,0,0,0.98227,-0.020958,0.11695,0.2325,-0.025777,0.11872,0.054289,-0.074589,0.18597,0.16329,0.14915,0.12709,-0.020544,-0.165,0.19039,0.27642,0.0059098,0.053918,0.088013,0.10659,-0.09149,-0.032579,-0.10066,0.11252,0.0064328,0.037295,-0.045915,-0.17531,0.081205,-0.14252,-0.11986,-0.10601,-0.0046572,0.016657,-0.15386,0.06378,0.074823,0.017845,0.049662,0.030276,-0.037518,-0.14195,-0.093725,0.02366,-0.00037956,-0.057459
0,0,0,0,0,0,0,0.95086,0.22711,0.24664,-0.032393,0.16467,0.066066,0.29101,-0.035648,-0.16185,0.10465,0.2101,0.33002,-0.10715,0.043667,-0.073349,0.14449,0.058276,0.19941,-0.19669,-0.03244,-0.14113,0.11959,-0.10792,0.14452,0.02249,0.063062,0.19854,-0.1081,0.09024,-0.094226,0.10896,-0.056799,0.061007,-0.19672,-0.0075684,-0.15963,-0.059237,0.18403,-0.025177,0.073687,0.12454,0.099103,0.11397,0.05091,-0.10097
0,0,0,0,0,0,0,0,0.9467,0.051344,-0.085452,-0.094426,0.22235,0.0095506,-0.0571,0.025839,0.15202,-0.018928,-0.13685,0.12164,0.080484,0.050933,0.1633,-0.12178,-0.048535,0.062024,-0.051115,-0.0048909,0.0032365,-0.16879,0.14717,0.0010899,0.094503,-0.055414,0.12254,-0.22038,-0.17357,0.22157,-0.087833,0.19636,0.0040002,-0.041393,0.10205,0.019199,-0.022166,-0.23974,-0.02283,0.21914,0.076484,-0.060881,-0.18221,0.06293
0,0,0,0,0,0,0,0,0,0.89463,-0.042399,0.10608,0.055339,0.092664,-0.13872,-0.096068,0.13251,-0.22778,0.09946,-0.13465,-0.028356,0.12644,0.23665,0.041515,-0.10849,-0.00318,0.11381,0.10419,0.10624,-0.073411,0.017692,0.26642,-0.029311,0.008735,0.082259,0.14526,0.0055084,0.058251,-0.059474,0.24916,0.20166,-0.225,0.046475,-0.0094992,-0.0056154,0.075761,0.021917,-0.16227,0.12007,-0.023524,-0.016594,-0.094136
